Sample	file_id	Resgenes	file_id	num_contigs	total_length	gc	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	PredictedMobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_cluster
CH2_S71	plasmid_2911.fasta	NA	plasmid_2911.fasta	1	23268	51.39247034553894	-	-	-	-	-	-	-	-	Non-mobilizable	CP012736	0.0453547	291
CH2_S71	plasmid_887.fasta	NA	plasmid_887.fasta	1	2030	52.31527093596059	-	-	-	-	-	-	-	-	Non-mobilizable	CP003996	0.0272504	88
CH2_S71	plasmid_991.fasta	qnrS1;blaCTX-M-15;blaTEM-1B;sul2;tet(A);aph(6)-Id;dfrA14	plasmid_991.fasta	6	29077	52.16838050692988	-	-	-	-	-	-	-	-	Non-mobilizable	KY848295	0.0323015	99
CH2_S71	plasmid_1068.fasta	NA	plasmid_1068.fasta	2	22420	51.12845673505798	-	-	-	-	-	-	-	-	Non-mobilizable	CP021680	0.00436283	106
CH30_S39	plasmid_2912.fasta	NA	plasmid_2912.fasta	1	28819	49.07873278045734	-	-	-	-	-	-	-	-	Non-mobilizable	CP010208	0.0463343	291
CH30_S39	plasmid_475.fasta	qnrS1;blaCTX-M-15	plasmid_475.fasta	1	89388	50.14207723631807	IncI1	000145__HE610900_00001	MOBP	NC_019097	MPF_I	NC_019111_00038,NC_023290_00086,NC_019097_00056,NZ_CM001473_00069,NC_015965_00072,NC_022267_00069,NC_019097_00075,NC_019097_00085,NC_022267_00057	MOBP	JN253636	Conjugative	CP003290	0.00387578	47
CH30_S39	plasmid_87.fasta	NA	plasmid_87.fasta	2	113136	48.703330504879084	IncFIB	000103__CP010244_00032	-	-	-	-	-	-	Non-mobilizable	CP010244	0.0148187	8
CH32_S172	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	6	10505	47.05378391242266	-	-	MOBP	NC_011416_00039	-	-	-	-	Mobilizable	CP021842	0.0786628	100
CH32_S172	plasmid_2911.fasta	NA	plasmid_2911.fasta	1	10792	49.2772424017791	-	-	-	-	-	-	-	-	Non-mobilizable	CP012736	0.0447178	291
CH33_S174	plasmid_novel_1.fasta	NA	plasmid_novel_1.fasta	7	11763	47.759925189152426	-	-	MOBP	NC_011416_00039	-	-	-	-	Mobilizable	CP021842	0.0751681	100
CH33_S174	plasmid_novel_0.fasta	sul2;aadA2;aph(6)-Id;tet(A);blaCTX-M-27;dfrA12	plasmid_novel_0.fasta	1	63832	51.38801854869031	ColRNAI_rep_cluster_1987	000019__CP000651_00005	-	-	-	-	MOBP	AJ001708	Mobilizable	CP022072	0.0716227	5
CH33_S174	plasmid_2911.fasta	NA	plasmid_2911.fasta	2	24318	50.78953861337281	-	-	-	-	-	-	-	-	Non-mobilizable	CP012736	0.0492808	291
CH35_S140	plasmid_2911.fasta	NA	plasmid_2911.fasta	1	23268	51.38817259755888	-	-	-	-	-	-	-	-	Non-mobilizable	CP012736	0.0450347	291
CH35_S140	plasmid_934.fasta	NA	plasmid_934.fasta	1	14015	49.4470210488762	-	-	-	-	MPF_T	NC_011617_00041,NC_009131_00030,NC_008612_00190,NC_014368_00014,NC_007682_00044	-	-	Non-mobilizable	NC_019098	0.0315792	93
CH35_S140	plasmid_839.fasta	NA	plasmid_839.fasta	1	2101	47.12041884816754	Inc13	000058__CP000643_00001	-	-	-	-	-	-	Non-mobilizable	CP000643	0.000385581	83
CH35_S140	plasmid_991.fasta	qnrS1;tet(A);aph(6)-Id;blaCTX-M-15;blaTEM-1B;dfrA1;dfrA1;dfrA1;sul2	plasmid_991.fasta	5	29553	53.29746557033127	-	-	-	-	-	-	-	-	Non-mobilizable	KY848295	0.032829	99
CH35_S140	plasmid_1068.fasta	NA	plasmid_1068.fasta	3	22420	51.14183764495986	-	-	-	-	-	-	-	-	Non-mobilizable	CP021680	0.00427048	106
CH37_S54	plasmid_novel_1.fasta	NA	plasmid_novel_1.fasta	1	2091	53.32376853180296	-	-	MOBP	NC_022662_00003	-	-	-	-	Mobilizable	CP003114	0.051337	28
CH37_S54	plasmid_novel_2.fasta	NA	plasmid_novel_2.fasta	6	26609	50.99778270509978	-	-	MOBF	NC_011980_00044	MPF_F	NC_022651_00077,NC_010409_00124	-	-	Conjugative	CP012928	0.0674584	52
CH37_S54	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	4	36797	53.338587384841155	IncFIIA,IncFII	000136__AP014877_00014,000121__CP024805	MOBF	NC_022333_00006	-	-	-	-	Mobilizable	KT754161	0.0505746	37
CH37_S54	plasmid_712.fasta	NA	plasmid_712.fasta	3	27589	50.219290296857444	-	-	-	-	-	-	-	-	Non-mobilizable	CP004093	0.0445606	71
CH37_S54	plasmid_286.fasta	NA	plasmid_286.fasta	1	3370	34.154302670623146	-	-	-	-	-	-	-	-	Non-mobilizable	JN692546	0.0238299	28
CH37_S54	plasmid_839.fasta	NA	plasmid_839.fasta	1	2101	47.16801523084246	Inc13	000058__CP000643_00001	-	-	-	-	-	-	Non-mobilizable	CP008719	0.000557238	83
CH37_S54	plasmid_1068.fasta	blaCTX-M-15	plasmid_1068.fasta	7	29447	53.06822426732774	-	-	-	-	-	-	-	-	Non-mobilizable	CP021680	0.0241368	106
CH37_S54	plasmid_1358.fasta	NA	plasmid_1358.fasta	3	10373	43.52646293261352	-	-	-	-	-	-	-	-	Non-mobilizable	CP013194	0.0439391	135
CH38_S34	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	558493	49.52846320365698	-	-	MOBP	NC_011416_00039	-	-	-	-	Mobilizable	AP014804	0.263022	54
CH39_S2	plasmid_novel_1.fasta	NA	plasmid_novel_1.fasta	7	30341	46.8936422662404	IncH	000138__CP021336_00001	-	-	-	-	-	-	Non-mobilizable	CP021846	0.0505746	100
CH39_S2	plasmid_1007.fasta	sul2	plasmid_1007.fasta	9	32091	49.67436352871522	-	-	-	-	-	-	-	-	Non-mobilizable	CP019216	0.047688	100
CH39_S2	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	4075	44.41717791411043	ColRNAI_rep_cluster_1857,rep_cluster_2050	000012__CP000801,001473__CP024541	-	-	-	-	MOBP	NC_011990	Mobilizable	AY028316	0.0511448	
CH39_S2	plasmid_2911.fasta	NA	plasmid_2911.fasta	1	11666	49.845705468883935	-	-	-	-	-	-	-	-	Non-mobilizable	CP012736	0.0383209	291
CH39_S2	plasmid_933.fasta	NA	plasmid_933.fasta	4	40656	50.637052341597794	IncN	000155__CP018649	MOBF	NC_015599_00019	MPF_T	NC_011617_00041,NC_014368_00014,NC_022375_00024,NC_007682_00044,NC_009131_00030,NC_008612_00190	MOBF	NZ_CP016498	Conjugative	CP014524	0.00659353	93
CH39_S2	plasmid_695.fasta	blaCTX-M-15;tet(A)	plasmid_695.fasta	3	16265	57.755917614509684	-	-	-	-	-	-	-	-	Non-mobilizable	GQ149344	0.0364545	69
CH43_S12	plasmid_735.fasta	NA	plasmid_735.fasta	1	3351	55.11787526111608	-	-	MOBP	NC_014354_00003	-	-	-	-	Mobilizable	HM231165	0.0366967	73
CH43_S12	plasmid_26.fasta	NA	plasmid_26.fasta	1	5427	47.55850377740925	ColRNAI_rep_cluster_1857	000008__AJ627566	MOBP	NC_019076_00002	-	-	MOBP	NZ_CP011065	Mobilizable	AY079201	0.0442483	2
CH43_S12	plasmid_991.fasta	blaTEM-1B;blaCTX-M-15;aph(6)-Id;sul2;tet(A);qnrS1;dfrA14	plasmid_991.fasta	5	85622	51.206465627992806	IncY	000230__CP009168_00001	MOBC	NC_014725_00039	MPF_T	NC_011092_00100,NC_011092_00103,NC_011092_00102	-	-	Conjugative	CP021681	0.00271444	99
CH45_S13	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	1166210	50.47015546085182	-	-	MOBP	NC_011416_00039	-	-	-	-	Mobilizable	CP012732	0.161822	107
CH46_S14	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	121272	50.26716801899862	-	-	MOBP	NC_011416_00039	-	-	-	-	Mobilizable	CP022051	0.203604	78
CH46_S14	plasmid_2911.fasta	NA	plasmid_2911.fasta	1	28343	50.38281057051124	-	-	-	-	-	-	-	-	Non-mobilizable	CP012736	0.0450347	291
CH46_S14	plasmid_991.fasta	dfrA14;qnrS1;sul2;blaCTX-M-15;blaTEM-1B;aph(6)-Id	plasmid_991.fasta	6	84927	49.76862481896217	IncY	000230__CP009168_00001	MOBC	NC_014725_00039	MPF_T	NC_011092_00100,NC_011092_00102,NC_011092_00103	-	-	Conjugative	CP021681	0.00279888	99
CH48_S15	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	138641	50.019835402225894	-	-	MOBP	NC_011416_00039	-	-	-	-	Mobilizable	CP012732	0.210897	107
CH48_S15	plasmid_991.fasta	blaCTX-M-15;blaTEM-1B;aph(6)-Id;sul2;dfrA14;qnrS1	plasmid_991.fasta	6	84926	49.76803334667829	IncY	000230__CP009168_00001	MOBC	NC_014725_00039	MPF_T	NC_011092_00103,NC_011092_00102,NC_011092_00100	-	-	Conjugative	CP021681	0.00279888	99
CH49_S16	plasmid_991.fasta	aph(6)-Id;qnrS1;sul2;blaCTX-M-15;blaTEM-1B;dfrA14	plasmid_991.fasta	4	82508	50.65205798225627	IncY	000230__CP009168_00001	MOBC	NC_014725_00039	MPF_T	NC_011092_00103,NC_011092_00100,NC_011092_00102	-	-	Conjugative	CP021681	0.0037263	99
CH54_S17	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	53471	50.341306502590186	-	-	MOBP	NC_011416_00039	-	-	-	-	Mobilizable	CP003035	0.191731	156
CH55_S18	plasmid_1007.fasta	NA	plasmid_1007.fasta	15	69294	47.40237249978353	IncH	000138__CP021336_00001	-	-	-	-	-	-	Non-mobilizable	CP019216	0.0263945	100
CH55_S18	plasmid_2911.fasta	NA	plasmid_2911.fasta	1	24276	50.601417037403195	-	-	-	-	-	-	-	-	Non-mobilizable	CP012736	0.0451943	291
CH56_S19	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	221005	50.25089930092079	-	-	MOBP	NC_011416_00039	-	-	-	-	Mobilizable	CP003035	0.219531	156
CH57_S20	plasmid_1007.fasta	NA	plasmid_1007.fasta	12	74914	47.43038684358064	IncH	000138__CP021336_00001	-	-	-	-	-	-	Non-mobilizable	CP010234	0.0254028	100
CH59_S21	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	100806	49.98115191556058	-	-	MOBP	NC_011416_00039	-	-	-	-	Mobilizable	CP003035	0.203604	156
CH59_S21	plasmid_991.fasta	aph(6)-Id;qnrS1;dfrA14;blaCTX-M-15;blaTEM-1B;sul2	plasmid_991.fasta	6	84926	49.76803334667829	IncY	000230__CP009168_00001	MOBC	NC_014725_00039	MPF_T	NC_011092_00103,NC_011092_00102,NC_011092_00100	-	-	Conjugative	CP021681	0.00279888	99
CH60_S22	plasmid_991.fasta	sul2;dfrA14;blaCTX-M-15;blaTEM-1B;qnrS1;aph(6)-Id	plasmid_991.fasta	9	84254	49.814845585966246	IncY	000230__CP009168_00001	MOBC	NC_014725_00039	MPF_T	NC_011092_00102,NC_011092_00100,NC_011092_00103	-	-	Conjugative	CP021681	0.00384578	99
CH62_S23	plasmid_1552.fasta	sul1;aac(6')-Ib-cr;mph(A);erm(B);dfrA17;catB3;aadA5;aac(6')-Ib-cr;blaOXA-1;tet(B)	plasmid_1552.fasta	15	95505	51.09051882100414	IncFIB,IncFIA,IncFII,IncFIIA	000095__NZ_CP014273_00094,000094__NZ_CP015070_00117,000121__CP024805,000136__AP014877_00014	MOBF	NC_017627_00068	MPF_F	NC_022651_00077,NC_008460_00107,NZ_CM001154_00091,08-5333_00200,NC_010719_00097	MOBF	NZ_CM001473	Conjugative	CP009860	0.0127767	155
CH62_S23	plasmid_110.fasta	blaCTX-M-15	plasmid_110.fasta	1	5001	47.49050189962008	-	-	-	-	-	-	-	-	Non-mobilizable	JX017307	0.0439391	11
CH66_S103	plasmid_991.fasta	tet(A);qnrS1;dfrA14;blaCTX-M-15;blaTEM-1B;sul2;aph(6)-Id	plasmid_991.fasta	10	89629	50.681141148512204	IncY	000230__CP009168_00001	MOBC	NC_014725_00039	MPF_T	NC_011092_00103,NC_011092_00100,NC_011092_00102	-	-	Conjugative	CP021681	0.00218918	99
CH67_S104	plasmid_991.fasta	dfrA14;blaTEM-1B;blaCTX-M-15;tet(A);sul2;qnrS1;aph(6)-Id	plasmid_991.fasta	10	89634	50.67831403262155	IncY	000230__CP009168_00001	MOBC	NC_014725_00039	MPF_T	NC_011092_00103,NC_011092_00102,NC_011092_00100	-	-	Conjugative	CP021681	0.00216198	99
CH71_S2	plasmid_356.fasta	sul2	plasmid_356.fasta	2	7188	57.31775180856984	-	-	-	-	-	-	-	-	Non-mobilizable	NC_005862	0.0363341	35
CH72_S67	plasmid_222.fasta	NA	plasmid_222.fasta	1	2768	46.09826589595376	ColRNAI_rep_cluster_1987	000019__CP000651_00005	-	-	-	-	-	-	Non-mobilizable	CP011067	0.0358575	22
CH72_S67	plasmid_414.fasta	NA	plasmid_414.fasta	1	4936	43.71961102106969	ColRNAI_rep_cluster_1987,ColRNAI_rep_cluster_1885	000019__CP000651_00005,000013__DQ995351_00001	-	-	-	-	MOB_unknown	CP002136	Mobilizable	JN253636	0.0222766	41
CH72_S67	plasmid_991.fasta	dfrA14;blaTEM-1B;blaCTX-M-15;sul2;tet(A);aph(6)-Id;qnrS1	plasmid_991.fasta	9	89393	51.72440795140559	IncY	000230__CP009168_00001	MOBC	NC_014725_00039	MPF_T	NC_011092_00102,NC_011092_00103,NC_011092_00100	-	-	Conjugative	CP021681	0.00308338	99
CH74_S18	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	9781	44.21838257846846	-	-	MOBP	NC_011416_00039	-	-	-	-	Mobilizable	EF536825	0.133864	5
CH74_S18	plasmid_695.fasta	tet(A)	plasmid_695.fasta	2	10798	54.31561400259307	-	-	-	-	-	-	-	-	Non-mobilizable	GQ149344	0.0384495	69
CH78_S137	plasmid_644.fasta	NA	plasmid_644.fasta	5	55527	42.5630774217948	IncI2	000147__CP006264_00003	-	-	MPF_T	NC_020270_00058,NC_019039_00052,NC_020270_00063,NC_019039_00065,NC_019039_00051	-	-	Non-mobilizable	KJ020576	0.013112	64
CH78_S137	plasmid_529.fasta	NA	plasmid_529.fasta	5	44814	53.260141919935734	-	-	MOBF	NC_017627_00068	MPF_F	NC_010719_00096,NC_010488_00021,NC_018966_00040,NC_017639_00094,NC_019094_00090,NC_007675_00027,NC_014615_00033,NC_010409_00124,NC_017639_00100,NC_022651_00077,08-5333_00200	-	-	Conjugative	CP012928	0.0339141	52
CH7_S188	plasmid_991.fasta	dfrA14;aph(6)-Id;tet(A);sul2	plasmid_991.fasta	14	89786	53.63308310872519	IncFIB,IncFIB	000107__CP014778_00094,000096__NC_019117_00097	MOBC	NC_014725_00039	MPF_T	NC_011092_00100,NC_011092_00102,NC_011092_00103	-	-	Conjugative	CP018207	0.00614558	99
CH7_S188	plasmid_1068.fasta	NA	plasmid_1068.fasta	2	17972	53.739149788559985	-	-	-	-	-	-	-	-	Non-mobilizable	CP021680	0.023602	106
CH81_S143	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	403673	49.61837923269577	-	-	MOBP	NC_011416_00039	-	-	-	-	Mobilizable	AP014804	0.263022	54
CH81_S143	plasmid_2911.fasta	NA	plasmid_2911.fasta	1	15300	47.928104575163395	-	-	-	-	-	-	-	-	Non-mobilizable	CP012736	0.0422904	291
CH81_S143	plasmid_449.fasta	qnrS1;blaCTX-M-15	plasmid_449.fasta	1	10188	47.889674126423245	-	-	-	-	-	-	-	-	Non-mobilizable	KJ187751	0.0436329	44
CH86_S93	plasmid_356.fasta	sul2	plasmid_356.fasta	1	6065	57.98845836768343	-	-	-	-	-	-	-	-	Non-mobilizable	NC_005862	0.0333664	35
CH86_S93	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	2	13292	49.465844116761964	IncY	000230__CP009168_00001	-	-	-	-	-	-	Non-mobilizable	CP020936	0.0807479	101
CH86_S93	plasmid_489.fasta	NA	plasmid_489.fasta	3	82866	53.082084328916565	IncFIIA	000136__AP014877_00014	-	-	MPF_I	NC_011754_00087,NC_022371_00084,NC_014843_00047,NC_012487_00131,NC_022992_00102,NC_007365_00033,NC_022992_00098,NC_011754_00109,NC_007365_00035	MOBP	FR821780	Mobilizable	KR905384	0.0195632	48
CH86_S93	plasmid_973.fasta	aadA5;tet(A);dfrA17	plasmid_973.fasta	24	172113	50.46452040229384	IncFIB,IncFIIA,IncFII	000095__NZ_CP014273_00094,000136__AP014877_00014,000121__CP024805	MOBF,MOBP	NC_017627_00068,NC_011416_00039	MPF_F	NC_013437_00116,NC_017639_00094,08-5333_00200,NC_022651_00077,NC_007675_00027,NC_017639_00100,NC_014615_00033,NC_010488_00021,NC_019094_00090,NC_018966_00040,NC_010719_00096,NC_010409_00124	MOBF	DQ286390	Conjugative	DQ381420	0.00357808	97
CH89_S145	plasmid_735.fasta	NA	plasmid_735.fasta	1	3351	55.11787526111608	-	-	MOBP	NC_014354_00003	-	-	-	-	Mobilizable	HM231165	0.0369409	73
CH89_S145	plasmid_novel_1.fasta	NA	plasmid_novel_1.fasta	1	4989	48.5067147724995	ColRNAI_rep_cluster_1857	000008__AJ627566	MOBP	NC_019076_00002	-	-	MOBP	KY014464	Mobilizable	AY079201	0.0558655	2
CH89_S145	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	11229	53.88725621159498	IncFIIA	000136__AP014877_00014	-	-	-	-	-	-	Non-mobilizable	KC237289	0.11676	205
CH89_S145	plasmid_528.fasta	NA	plasmid_528.fasta	8	40449	53.75905461198052	-	-	-	-	MPF_F	NC_010409_00124,NC_022651_00077,NC_019037_00027,NC_017639_00094,NC_013437_00116,NC_019094_00090,08-5333_00200	-	-	Non-mobilizable	CP018107	0.0357395	52
CH89_S145	plasmid_463.fasta	NA	plasmid_463.fasta	1	4090	49.85330073349633	rep_cluster_1778	001199__DQ995352_00003	MOBQ	NC_011411_00002	-	-	MOBQ	NC_013507	Mobilizable	DQ995352	0.0197565	46
CH89_S145	plasmid_449.fasta	blaCTX-M-15;qnrS1	plasmid_449.fasta	1	19248	47.71404821280133	-	-	-	-	-	-	-	-	Non-mobilizable	KJ187751	0.0385787	44
CH89_S145	plasmid_362.fasta	blaTEM-1B;dfrA8	plasmid_362.fasta	3	15917	52.88056794622102	IncFIIA,IncFII	000136__AP014877_00014,000121__CP024805	-	-	-	-	-	-	Non-mobilizable	CP020057	0.0480354	36
CH89_S145	plasmid_1009.fasta	NA	plasmid_1009.fasta	7	86614	48.46791511764842	IncY	000230__CP009168_00001	-	-	-	-	-	-	Non-mobilizable	CP009168	0.0209501	100
CH89_S145	plasmid_476.fasta	aph(3'')-Ib;sul2	plasmid_476.fasta	15	85564	50.73161610022907	IncI1	000145__HE610900_00001	MOBP	NC_019097	MPF_I	NC_019097_00085,NC_019111_00038,NC_023290_00086,NC_019097_00056,NC_015965_00072,NZ_CM001473_00069,NC_022267_00057,NC_022267_00069,NC_019097_00075	MOBP	HM021326	Conjugative	CP019215	0.0108269	47
CH89_S145	plasmid_2272.fasta	NA	plasmid_2272.fasta	1	35226	61.85204110600125	rep_cluster_435	001776__CP020602_00001	-	-	-	-	-	-	Non-mobilizable	CP015073	0.022205	227
CH89_S145	plasmid_1368.fasta	NA	plasmid_1368.fasta	1	16092	49.515287099179716	-	-	-	-	-	-	-	-	Non-mobilizable	CP006925	0.0480354	136
CH8_S267	plasmid_26.fasta	NA	plasmid_26.fasta	1	5427	47.55850377740925	ColRNAI_rep_cluster_1857	000008__AJ627566	MOBP	NC_019076_00002	-	-	MOBP	NZ_CP011065	Mobilizable	AY079201	0.0444041	2
CH8_S267	plasmid_991.fasta	dfrA14;qnrS1;blaCTX-M-15;blaTEM-1B;aph(6)-Id;tet(A);sul2	plasmid_991.fasta	5	81735	51.6180338900104	IncY	000230__CP009168_00001	MOBC	NC_014725_00039	MPF_T	NC_011092_00102,NC_011092_00100,NC_011092_00103	-	-	Conjugative	CP021681	0.00594242	99
CH90_S276	plasmid_2070.fasta	NA	plasmid_2070.fasta	5	23348	47.01045057392496	-	-	-	-	-	-	-	-	Non-mobilizable	CP009861	0.0274249	207
CH90_S276	plasmid_novel_1.fasta	NA	plasmid_novel_1.fasta	2	16681	51.32186319765002	IncFII,IncFIIA	000121__CP024805,000136__AP014877_00014	MOBF	NC_022333_00006	-	-	-	-	Mobilizable	CP000796	0.0816138	37
CH90_S276	plasmid_novel_2.fasta	NA	plasmid_novel_2.fasta	1	2091	53.46724055475849	-	-	MOBP	NC_022662_00003	-	-	-	-	Mobilizable	CP010203	0.0525139	30
CH90_S276	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	5	17879	50.75787236422619	-	-	MOBF	NC_011980_00044	MPF_F	NC_022651_00077,NC_010409_00124	MOBF	LN824137	Conjugative	CP012928	0.0723061	52
CH90_S276	plasmid_2911.fasta	NA	plasmid_2911.fasta	1	24181	51.04834374095364	-	-	-	-	-	-	-	-	Non-mobilizable	CP012736	0.045678	291
CH90_S276	plasmid_286.fasta	NA	plasmid_286.fasta	1	3370	34.154302670623146	-	-	-	-	-	-	-	-	Non-mobilizable	JN692546	0.0238299	28
CH90_S276	plasmid_839.fasta	NA	plasmid_839.fasta	1	2101	47.16801523084246	Inc13	000058__CP000643_00001	-	-	-	-	-	-	Non-mobilizable	CP008719	0.000557238	83
CH90_S276	plasmid_1068.fasta	NA	plasmid_1068.fasta	2	10229	45.33189950141754	-	-	-	-	-	-	-	-	Non-mobilizable	CP021680	0.0403101	106
CH96_S16	plasmid_1007.fasta	NA	plasmid_1007.fasta	13	67097	47.46560949073729	IncH	000138__CP021336_00001	MOBP	NC_011416_00039	-	-	-	-	Mobilizable	CP019216	0.0129677	100
CH96_S16	plasmid_476.fasta	fosA3;blaCTX-M-14	plasmid_476.fasta	4	99422	50.244412705437426	IncI1	000145__HE610900_00001	MOBP	NC_019097	MPF_I	NC_019097_00075,NC_019111_00038,NC_019097_00056,NC_019097_00085,NC_015965_00072,NC_023290_00086,NC_022267_00069,NZ_CM001473_00069,NC_022267_00057	MOBP	HM021326	Conjugative	CP002731	0.0183132	47
CH96_S16	plasmid_261.fasta	NA	plasmid_261.fasta	1	4877	53.63953249948739	ColRNAI_rep_cluster_1885	000013__DQ995351_00001	MOBP	NC_014003_00004	-	-	MOBP	CP022165	Mobilizable	CP012934	0.00944662	26
CH97_S19	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	215571	49.36007162373418	-	-	MOBP	NC_011416_00039	-	-	-	-	Mobilizable	CP003299	0.210897	136
CN13_S203	plasmid_991.fasta	tet(A);aph(6)-Id;dfrA14;blaCTX-M-15;blaTEM-1B;sul2;qnrS1	plasmid_991.fasta	2	84050	51.275431290898275	IncY	000230__CP009168_00001	MOBC	NC_014725_00039	MPF_T	NC_011092_00102,NC_011092_00103,NC_011092_00100	-	-	Conjugative	CP021681	0.00305472	99
CN13_S203	plasmid_1068.fasta	NA	plasmid_1068.fasta	1	9583	56.23499947824272	-	-	-	-	-	-	-	-	Non-mobilizable	CP021680	0.0288636	106
CN13_S203	plasmid_163.fasta	NA	plasmid_163.fasta	1	4145	50.83232810615199	ColRNAI_rep_cluster_1987	000019__CP000651_00005	-	-	-	-	-	-	Non-mobilizable	KT074362	0.00384578	16
CN14_S198	plasmid_2912.fasta	NA	plasmid_2912.fasta	5	23823	51.08508584141376	-	-	-	-	-	-	-	-	Non-mobilizable	CP010208	0.0422904	291
CN14_S198	plasmid_novel_1.fasta	blaCTX-M-15;blaTEM-1B;aadA2;qepA4;dfrA12	plasmid_novel_1.fasta	11	65287	51.80970177830196	IncFIB,IncH	000096__NC_019117_00097,000138__CP021336_00001	MOBF	NC_017627_00068	MPF_F	08-5333_00200,NC_013437_00116,NC_017639_00094,NC_019094_00090,NC_007675_00027,NC_010409_00124,NC_017639_00100,NC_022651_00077	-	-	Conjugative	CP021204	0.0523149	155
CN14_S198	plasmid_1007.fasta	sul2;qnrS1;aph(6)-Id	plasmid_1007.fasta	8	34798	50.097706764756595	-	-	-	-	-	-	-	-	Non-mobilizable	CP010243	0.0463343	100
CN14_S198	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	1748	57.379862700228834	ColRNAI_rep_cluster_1993	000024__JX133088	-	-	-	-	-	-	Non-mobilizable	KU302803	0.0586096	7
CN14_S198	plasmid_623.fasta	NA	plasmid_623.fasta	1	2541	40.37780401416765	-	-	-	-	-	-	-	-	Non-mobilizable	EF150947	0.0296126	62
CN14_S198	plasmid_795.fasta	NA	plasmid_795.fasta	3	12867	52.288800808269215	-	-	-	-	-	-	-	-	Non-mobilizable	CP019906	0.0418553	79
CN14_S198	plasmid_607.fasta	NA	plasmid_607.fasta	3	11191	54.9906174604593	-	-	-	-	-	-	-	-	Non-mobilizable	JQ319768	0.0458408	60
CN15_S62	plasmid_novel_1.fasta	NA	plasmid_novel_1.fasta	1	5447	45.951900128511106	rep_cluster_2050	001473__CP024541	-	-	-	-	MOBP	NC_013372	Mobilizable	CP012558	0.0838645	19
CN15_S62	plasmid_713.fasta	NA	plasmid_713.fasta	6	38062	48.60753507435237	-	-	-	-	-	-	-	-	Non-mobilizable	CP011050	0.0498292	71
CN15_S62	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	56912	51.16144222659545	-	-	MOBP	NC_011416_00039	-	-	-	-	Mobilizable	CP006000	0.178173	156
CN15_S62	plasmid_2911.fasta	NA	plasmid_2911.fasta	1	23236	51.40299535203994	-	-	-	-	-	-	-	-	Non-mobilizable	CP012736	0.0447178	291
CN15_S62	plasmid_991.fasta	sul2;blaCTX-M-15;blaTEM-1B;dfrA14;qnrS1;aph(6)-Id	plasmid_991.fasta	4	66137	52.510697491570525	IncFIB	000107__CP014778_00094	MOBC	NC_014725_00039	MPF_T	NC_011092_00100,NC_011092_00103,NC_011092_00102	-	-	Conjugative	KM023153	0.004991	99
CN15_S62	plasmid_1068.fasta	NA	plasmid_1068.fasta	2	18685	50.67701364731068	-	-	-	-	-	-	-	-	Non-mobilizable	CP021680	0.00770681	106
CN15_S62	plasmid_695.fasta	tet(A)	plasmid_695.fasta	3	12063	55.58318826162646	-	-	-	-	-	-	-	-	Non-mobilizable	GQ149344	0.0427316	69
CN16_S135	plasmid_novel_0.fasta	NA	plasmid_novel_0.fasta	1	5447	45.951900128511106	rep_cluster_2050	001473__CP024541	-	-	-	-	MOBP	NC_013372	Mobilizable	CP012558	0.0838645	19
CN16_S135	plasmid_2911.fasta	NA	plasmid_2911.fasta	1	23166	51.428818095484765	-	-	-	-	-	-	-	-	Non-mobilizable	CP012736	0.0447178	291
CN16_S135	plasmid_991.fasta	NA	plasmid_991.fasta	4	47861	51.61613840078561	IncFIB	000107__CP014778_00094	MOBC	NC_014725_00039	MPF_T	NC_011092_00100,NC_011092_00102,NC_011092_00103	-	-	Conjugative	KM023153	0.0130638	99
CN16_S135	plasmid_1068.fasta	NA	plasmid_1068.fasta	1	16663	51.113244913881054	-	-	-	-	-	-	-	-	Non-mobilizable	CP021680	0.0107836	106
CN16_S135	plasmid_695.fasta	tet(A)	plasmid_695.fasta	3	11152	54.851147776183645	-	-	-	-	-	-	-	-	Non-mobilizable	GQ149344	0.0414262	69
CN17_S147	plasmid_2912.fasta	NA	plasmid_2912.fasta	3	25916	50.13891032566754	-	-	-	-	-	-	-	-	Non-mobilizable	CP010208	0.0478612	291
